skill,users,popular_users,nonpopular_users,popular_rate,log_odds_popular,abs_log_odds
advertising copywriting,177,12,165,0.06779661016949153,-0.6708725851326465,0.6708725851326465
generics in java,28,6,22,0.21428571428571427,0.6706568330674321,0.6706568330674321
javascript libraries,28,6,22,0.21428571428571427,0.6706568330674321,0.6706568330674321
object-oriented design,28,6,22,0.21428571428571427,0.6706568330674321,0.6706568330674321
computational social science,63,4,59,0.06349206349206349,-0.6695289503990942,0.6695289503990942
end user training,46,10,36,0.21739130434782608,0.666432961951247,0.666432961951247
quantitative analysis,355,79,276,0.22253521126760564,0.6659161660741129,0.6659161660741129
engineering mathematics,194,43,151,0.22164948453608246,0.6645452785214303,0.6645452785214303
fundamental analysis,73,16,57,0.2191780821917808,0.6639453984794468,0.6639453984794468
apache spark,91,20,71,0.21978021978021978,0.6630974018206164,0.6630974018206164
english literature,119,8,111,0.06722689075630252,-0.6615884620276864,0.6615884620276864
healthcare customer service,4141,293,3848,0.07075585607341221,-0.6611911363300051,0.6611911363300051
interpersonal communication,513,36,477,0.07017543859649122,-0.6588819339561236,0.6588819339561236
search engine optimization,259,18,241,0.0694980694980695,-0.6567287756321321,0.6567287756321321
software systems engineering,60,13,47,0.21666666666666667,0.6543299397800038,0.6543299397800038
presentation training,62,4,58,0.06451612903225806,-0.6525793920853209,0.6525793920853209
digital project management,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
nonlinear programming,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
multi state payroll processing,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
industry research,48,3,45,0.0625,-0.6525793920853209,0.6525793920853209
supplier process improvement,62,4,58,0.06451612903225806,-0.6525793920853209,0.6525793920853209
small business consulting,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
clinical pharmacy,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
government relations,34,2,32,0.058823529411764705,-0.6525793920853209,0.6525793920853209
public safety telecommunication,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
abstract algebra,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
budget reporting,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
new product ideas,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
automated external defibrillator,62,4,58,0.06451612903225806,-0.6525793920853209,0.6525793920853209
department communications,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
easy java simulations,272,19,253,0.06985294117647059,-0.6525793920853209,0.6525793920853209
interactive media planning,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
linux administration,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
food microbiology,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
court reporting,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
epidemiology of cancer,34,2,32,0.058823529411764705,-0.6525793920853209,0.6525793920853209
unreal engine 4,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
virtual reality,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
audio recording,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
property management accounting,34,2,32,0.058823529411764705,-0.6525793920853209,0.6525793920853209
catering equipment,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
autocad map 3d,48,3,45,0.0625,-0.6525793920853209,0.6525793920853209
tax account reconciliations,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
security awareness training,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
task management,34,2,32,0.058823529411764705,-0.6525793920853209,0.6525793920853209
java apis,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
3d architectural rendering,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
seminar marketing,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
loan accounting,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
life insurance underwriting,34,2,32,0.058823529411764705,-0.6525793920853209,0.6525793920853209
hand coding,20,1,19,0.05,-0.6525793920853209,0.6525793920853209
java management extensions,42,9,33,0.21428571428571427,0.6521163251516899,0.6521163251516899
multiprotocol label switching,42,9,33,0.21428571428571427,0.6521163251516899,0.6521163251516899
sap product lifecycle management,33,7,26,0.21212121212121213,0.6501282529263035,0.6501282529263035
backend development,201,44,157,0.21890547263681592,0.6484336962827228,0.6484336962827228
verilog,74,16,58,0.21621621621621623,0.6467035920449407,0.6467035920449407
ibm cognos business intelligence,24,5,19,0.20833333333333334,0.6467035920449398,0.6467035920449398
adobe xd,24,5,19,0.20833333333333334,0.6467035920449398,0.6467035920449398
capital projects,339,24,315,0.07079646017699115,-0.6431155990543704,0.6431155990543704
jira service desk,120,26,94,0.21666666666666667,0.6409148638686952,0.6409148638686952
.net development,15,3,12,0.2,0.6394042895633287,0.6394042895633287
astrophysics,15,3,12,0.2,0.6394042895633287,0.6394042895633287
polish language,15,3,12,0.2,0.6394042895633287,0.6394042895633287
optimization,15,3,12,0.2,0.6394042895633287,0.6394042895633287
apple keynote,15,3,12,0.2,0.6394042895633287,0.6394042895633287
google firebase,15,3,12,0.2,0.6394042895633287,0.6394042895633287
azure databricks,15,3,12,0.2,0.6394042895633287,0.6394042895633287
gameplay programming,15,3,12,0.2,0.6394042895633287,0.6394042895633287
fast healthcare interoperability resources,15,3,12,0.2,0.6394042895633287,0.6394042895633287
business writing,15,3,12,0.2,0.6394042895633287,0.6394042895633287
whatsapp marketing,15,3,12,0.2,0.6394042895633287,0.6394042895633287
financial management strategy,47,10,37,0.2127659574468085,0.6394042895633278,0.6394042895633278
key account management,75,5,70,0.06666666666666667,-0.6384946522035815,0.6384946522035815
analyses big data,1223,267,956,0.21831561733442356,0.6382087428319696,0.6382087428319696
rstudio,296,21,275,0.07094594594594594,-0.6381647280831366,0.6381647280831366
django framework,125,27,98,0.216,0.636499421870699,0.636499421870699
ruby on rails,93,20,73,0.21505376344086022,0.6355094453017873,0.6355094453017873
javascript frameworks,38,8,30,0.21052631578947367,0.6347094452591211,0.6347094452591211
alternative financial services,38,8,30,0.21052631578947367,0.6347094452591211,0.6347094452591211
finance management,144,31,113,0.2152777777777778,0.6305546742863459,0.6305546742863459
customer relationship marketing,47,3,44,0.06382978723404255,-0.6303562553006108,0.6303562553006108
keras,52,11,41,0.21153846153846154,0.6290235735087677,0.6290235735087677
design team coordination,129,9,120,0.06976744186046512,-0.6279879889479991,0.6279879889479991
artificial neural networks,89,19,70,0.21348314606741572,0.6271717211276941,0.6271717211276941
market share analysis,74,5,69,0.06756756756756757,-0.6242086949561054,0.6242086949561054
system integration testing,43,9,34,0.20930232558139536,0.6227024399453969,0.6227024399453969
ux design,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
technical account management,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
program coordinator,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
engineering design process,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
guest lecturing,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
educational outreach,33,2,31,0.06060606060606061,-0.6213268485812167,0.6213268485812167
html5,340,73,267,0.21470588235294116,0.6205358052589451,0.6205358052589451
json web signature,57,12,45,0.21052631578947367,0.6203862837275667,0.6203862837275667
documentaries,60,4,56,0.06666666666666667,-0.6177932759999054,0.6177932759999054
financial literacy training,113,24,89,0.21238938053097345,0.6168044576460874,0.6168044576460874
alternative investment strategies,76,16,60,0.21052631578947367,0.6130869812459556,0.6130869812459556
parametric statistics,76,16,60,0.21052631578947367,0.6130869812459556,0.6130869812459556
restful webservices,20,4,16,0.2,0.6130869812459547,0.6130869812459547
test automation management tools,20,4,16,0.2,0.6130869812459547,0.6130869812459547
management consultancy,20,4,16,0.2,0.6130869812459547,0.6130869812459547
ms sql databases,20,4,16,0.2,0.6130869812459547,0.6130869812459547
product strategy,90,19,71,0.2111111111111111,0.6130869812459547,0.6130869812459547
neo4j,20,4,16,0.2,0.6130869812459547,0.6130869812459547
first aid supply management,20,4,16,0.2,0.6130869812459547,0.6130869812459547
cash flow analysis,20,4,16,0.2,0.6130869812459547,0.6130869812459547
compiler optimization,34,7,27,0.20588235294117646,0.6130869812459547,0.6130869812459547
data strategy,34,7,27,0.20588235294117646,0.6130869812459547,0.6130869812459547
cumulative translation adjustment,20,4,16,0.2,0.6130869812459547,0.6130869812459547
sales compensation,34,7,27,0.20588235294117646,0.6130869812459547,0.6130869812459547
eagle pcb,20,4,16,0.2,0.6130869812459547,0.6130869812459547
web services development,20,4,16,0.2,0.6130869812459547,0.6130869812459547
data cleaning,127,9,118,0.07086614173228346,-0.611251196592475,0.611251196592475
adobe after effects,73,5,68,0.0684931506849315,-0.6097156876535381,0.6097156876535381
project outcomes,73,5,68,0.0684931506849315,-0.6097156876535381,0.6097156876535381
entertainment industry,46,3,43,0.06521739130434782,-0.6076280042230549,0.6076280042230549
marketing project management,556,41,515,0.0737410071942446,-0.6070739108441465,0.6070739108441465
instructor,113,8,105,0.07079646017699115,-0.6062748240436342,0.6062748240436342
strategic thinking,86,6,80,0.06976744186046512,-0.6040850421467105,0.6040850421467105
python for data science,3076,654,2422,0.21261378413524057,0.6036862069612492,0.6036862069612492
quantitative analytics,126,9,117,0.07142857142857142,-0.6027765696015033,0.6027765696015033
java code,529,112,417,0.21172022684310018,0.6010386427297805,0.6010386427297805
environmental science,59,4,55,0.06779661016949153,-0.5999356585998994,0.5999356585998994
unobtrusive javascript,59,4,55,0.06779661016949153,-0.5999356585998994,0.5999356585998994
precision teaching,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
real estate investment trust,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
personal training,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
strategic communications,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
athletic performance,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
squarespace,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
plasmid construction,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
fashion writing,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
near field communication,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
federal court system,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
computational neuroscience,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
quantum mechanics,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
surgical device sales,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
portrait photography,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
business insurance,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
test cases,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
international law,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
account reconciliation,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
monte carlo simulation,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
point of sale materials,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
creative concept design,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
integrated brand marketing,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
sales pitches,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
actuarial science,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
service client,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
sales pipeline,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
program budgeting,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
financial dashboards,19,1,18,0.05263157894736842,-0.5999356585998985,0.5999356585998985
jdbc,280,59,221,0.21071428571428572,0.5979236884426098,0.5979236884426098
backend operations,25,5,20,0.2,0.596693171470279,0.596693171470279
windows powershell,25,5,20,0.2,0.596693171470279,0.596693171470279
vba excel,2546,538,2008,0.211311861743912,0.5960140081733223,0.5960140081733223
client services,72,5,67,0.06944444444444445,-0.5950095402638427,0.5950095402638427
safety training programs,72,5,67,0.06944444444444445,-0.5950095402638427,0.5950095402638427
military training,72,5,67,0.06944444444444445,-0.5950095402638427,0.5950095402638427
sales presentations,72,5,67,0.06944444444444445,-0.5950095402638427,0.5950095402638427
mortgage,44,9,35,0.20454545454545456,0.5941290675013402,0.5941290675013402
equity derivatives,44,9,35,0.20454545454545456,0.5941290675013402,0.5941290675013402
tax statistics,63,13,50,0.20634920634920634,0.5930863145392857,0.5930863145392857
outbound marketing,98,7,91,0.07142857142857142,-0.5890659863629955,0.5890659863629955
sql server compact,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
marketing activation,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
energy engineering,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
enterprise data modeling,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
innovation leadership,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
toilet training,32,2,30,0.0625,-0.5890659863629946,0.5890659863629946
java applet,68,14,54,0.20588235294117646,0.5883179131335456,0.5883179131335456
pivot tables,6964,528,6436,0.07581849511774842,-0.5873274224131809,0.5873274224131809
graphics editing,203,15,188,0.07389162561576355,-0.5858880175866483,0.5858880175866483
medical image processing,30,6,24,0.2,0.5854990247271257,0.5854990247271257
systems integration,30,6,24,0.2,0.5854990247271257,0.5854990247271257
automotive engineering,30,6,24,0.2,0.5854990247271257,0.5854990247271257
geospatial information technology,45,3,42,0.06666666666666667,-0.5843711420587869,0.5843711420587869
calculus,45,3,42,0.06666666666666667,-0.5843711420587869,0.5843711420587869
new media,45,3,42,0.06666666666666667,-0.5843711420587869,0.5843711420587869
project team,45,3,42,0.06666666666666667,-0.5843711420587869,0.5843711420587869
adobe premiere pro cc,321,24,297,0.07476635514018691,-0.5843711420587869,0.5843711420587869
business workflow analysis,73,15,58,0.2054794520547945,0.5841832350636063,0.5841832350636063
customer service targets,906,189,717,0.20860927152317882,0.5809860422649207,0.5809860422649207
character encodings in html,78,16,62,0.20512820512820512,0.5805637895403954,0.5805637895403954
microsoft windows,1906,397,1509,0.20828961175236096,0.578031150323709,0.578031150323709
reliability demonstration testing,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
project finance,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
product operations,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
geographic information science,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
javascript jquery,35,7,28,0.2,0.5773688986438756,0.5773688986438756
solidworks,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
drones,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
jmp,35,7,28,0.2,0.5773688986438756,0.5773688986438756
hand tools,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
real estate planning,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
transient transfections,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
financial analytics,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
it hardware support,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
j2ee,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
accounting education,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
materialui,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
digital file management,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
apple xcode,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
mobile app test automation,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
markov chain monte carlo,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
windows network administration,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
innovation management,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
electronic circuit simulation,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
personal development plans,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
hydrogen sulfide training,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
inventory problem resolution,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
character animation,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
robotic design,11,2,9,0.18181818181818182,0.5773688986438756,0.5773688986438756
google drive,123,9,114,0.07317073170731707,-0.5769130590115834,0.5769130590115834
java compilers,232,48,184,0.20689655172413793,0.5762842998390711,0.5762842998390711
rust,122,25,97,0.20491803278688525,0.5711960395367948,0.5711960395367948
financial economics,40,8,32,0.2,0.5711960395367948,0.5711960395367948
fluid simulation,40,8,32,0.2,0.5711960395367948,0.5711960395367948
social media intelligence,74,15,59,0.20270270270270271,0.5672336767498329,0.5672336767498329
it business analysis,307,63,244,0.20521172638436483,0.5641945623599351,0.5641945623599351
manufacturing engineering,181,37,144,0.20441988950276244,0.5634313908000941,0.5634313908000941
strategic marketing management,57,4,53,0.07017543859649122,-0.5632342917494713,0.5632342917494713
cultural awareness,57,4,53,0.07017543859649122,-0.5632342917494713,0.5632342917494713
tax reporting,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
corporate sourcing,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
front end design,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
employer brand marketing,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
build automation,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
clean room design,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
software product management,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
telecommunications networks,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
employment litigation,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
violin teaching,16,3,13,0.1875,0.5624432484272006,0.5624432484272006
oo software development,50,10,40,0.2,0.5624432484271997,0.5624432484271997
global leadership,50,10,40,0.2,0.5624432484271997,0.5624432484271997
